
Standard & Poors 500 Index,Last: 4600.4502,Change:  -62.3998
"Date: January 18, 2022, 3:17 PM EST",Bid: 4599.6602,Ask: 4601.6201,Size: 1*1,Volume: 0
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest,Strike,Puts,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest
Mon Feb 28 2022,SPXW220228C03420000,0,0,1174.8,1180.9,0,0.4225,0.9838,0.0001,0,3420.00,SPXW220228P03420000,4.9,0,3.7,3.9,0,0.4239,-0.0159,0.0001,18
Mon Feb 28 2022,SPXW220228C03425000,0,0,1169.9,1176,0,0.4223,0.9836,0.0001,0,3425.00,SPXW220228P03425000,4.1,0.8,3.7,3.9,12,0.4221,-0.0161,0.0001,146
Mon Feb 28 2022,SPXW220228C03430000,0,0,1164.9,1171,0,0.4204,0.9835,0.0001,0,3430.00,SPXW220228P03430000,4,0,3.8,4,0,0.4219,-0.0163,0.0001,68
Mon Feb 28 2022,SPXW220228C03440000,0,0,1155,1161.1,0,0.4182,0.9831,0.0001,0,3440.00,SPXW220228P03440000,9.83,0,3.8,4.1,0,0.419,-0.0167,0.0001,27
Mon Feb 28 2022,SPXW220228C03450000,0,0,1145.1,1151.2,0,0.416,0.9827,0.0001,0,3450.00,SPXW220228P03450000,4.31,0.81,3.9,4.1,12,0.4161,-0.0171,0.0001,30
Mon Feb 28 2022,SPXW220228C03460000,0,0,1135.2,1141.3,0,0.4138,0.9823,0.0001,0,3460.00,SPXW220228P03460000,4.2,0,4,4.2,0,0.414,-0.0175,0.0001,27
Mon Feb 28 2022,SPXW220228C03470000,0,0,1125.3,1131.3,0,0.4107,0.9818,0.0001,0,3470.00,SPXW220228P03470000,0,0,4.1,4.3,0,0.4119,-0.0179,0.0001,25
Mon Feb 28 2022,SPXW220228C03475000,0,0,1120.4,1126.4,0,0.4377,0.9816,0.0001,0,3475.00,SPXW220228P03475000,4.19,0.49,4.1,4.4,8,0.4108,-0.0181,0.0001,45
Mon Feb 28 2022,SPXW220228C03480000,0,0,1115.4,1121.4,0,0.4084,0.9814,0.0001,0,3480.00,SPXW220228P03480000,5.86,0,4.2,4.4,0,0.4097,-0.0184,0.0001,3
Mon Feb 28 2022,SPXW220228C03490000,0,0,1105.5,1111.5,0,0.4061,0.981,0.0001,0,3490.00,SPXW220228P03490000,4.8,0,4.3,4.5,0,0.4074,-0.0188,0.0001,1386
Mon Feb 28 2022,SPXW220228C03500000,1090.53,0,1095.6,1101.6,0,0.4038,0.9805,0.0001,4,3500.00,SPXW220228P03500000,4.52,0.67,4.4,4.6,18,0.4052,-0.0192,0.0001,2103
Mon Feb 28 2022,SPXW220228C03510000,0,0,1085.7,1091.7,0,0.4014,0.9801,0.0001,0,3510.00,SPXW220228P03510000,0,0,4.5,4.7,0,0.4029,-0.0197,0.0001,20
Mon Feb 28 2022,SPXW220228C03520000,0,0,1075.8,1081.8,0,0.399,0.9796,0.0001,0,3520.00,SPXW220228P03520000,7.4,0,4.6,4.8,0,0.4005,-0.0202,0.0001,81
Mon Feb 28 2022,SPXW220228C03525000,0,0,1070.9,1076.8,0,0.4235,0.9794,0.0001,0,3525.00,SPXW220228P03525000,4.99,0.94,4.6,4.8,4,0.3987,-0.0204,0.0001,52
Mon Feb 28 2022,SPXW220228C03530000,0,0,1065.9,1071.9,0,0.3966,0.9791,0.0001,0,3530.00,SPXW220228P03530000,5.29,1.19,4.7,4.9,8,0.3982,-0.0207,0.0001,29
Mon Feb 28 2022,SPXW220228C03540000,0,0,1056.3,1062,0,0.396,0.9786,0.0001,0,3540.00,SPXW220228P03540000,9.45,0,4.8,5,0,0.3958,-0.0212,0.0001,3
Mon Feb 28 2022,SPXW220228C03550000,0,0,1046.2,1058.8,0,0.4162,0.9781,0.0001,0,3550.00,SPXW220228P03550000,4.99,0.74,4.9,5.1,8,0.3934,-0.0217,0.0001,1377
Mon Feb 28 2022,SPXW220228C03560000,0,0,1036.3,1042.2,0,0.3897,0.9776,0.0001,0,3560.00,SPXW220228P03560000,5.7,0,5,5.2,0,0.3909,-0.0222,0.0001,1590
Mon Feb 28 2022,SPXW220228C03570000,0,0,1026.4,1032.3,0,0.3872,0.977,0.0001,0,3570.00,SPXW220228P03570000,4,0,5.1,5.3,0,0.3885,-0.0228,0.0001,131
Mon Feb 28 2022,SPXW220228C03575000,0,0,1021.5,1027.3,0,0.4094,0.9767,0.0001,0,3575.00,SPXW220228P03575000,4.64,0,5.1,5.3,0,0.3866,-0.023,0.0001,14
Mon Feb 28 2022,SPXW220228C03580000,0,0,1016.5,1022.4,0,0.3846,0.9765,0.0001,0,3580.00,SPXW220228P03580000,5.8,0,5.2,5.4,0,0.386,-0.0233,0.0001,16
Mon Feb 28 2022,SPXW220228C03590000,0,0,1006.9,1012.5,0,0.4064,0.9759,0.0001,0,3590.00,SPXW220228P03590000,4.9,0,5.3,5.5,0,0.3834,-0.0239,0.0001,40
Mon Feb 28 2022,SPXW220228C03600000,0,0,996.8,1002.6,0,0.38,0.9753,0.0001,0,3600.00,SPXW220228P03600000,6.19,1.49,5.4,5.6,48,0.3809,-0.0245,0.0001,794
Mon Feb 28 2022,SPXW220228C03610000,0,0,986.9,992.7,0,0.3773,0.9747,0.0001,0,3610.00,SPXW220228P03610000,6.1,1.3,5.5,5.8,4,0.3789,-0.0251,0.0001,62
Mon Feb 28 2022,SPXW220228C03620000,0,0,977.3,983.3,0,0.3747,0.9741,0.0001,0,3620.00,SPXW220228P03620000,5.6,0,5.6,5.9,0,0.3763,-0.0257,0.0001,125
Mon Feb 28 2022,SPXW220228C03625000,0,0,972.1,978.4,0,0.3717,0.9737,0.0001,0,3625.00,SPXW220228P03625000,6.28,1.33,5.7,5.9,3,0.375,-0.026,0.0001,349
Mon Feb 28 2022,SPXW220228C03630000,0,0,967.2,973.3,0,0.3747,0.9734,0.0001,0,3630.00,SPXW220228P03630000,6.79,0,5.8,6,0,0.3742,-0.0264,0.0001,7
Mon Feb 28 2022,SPXW220228C03640000,0,0,957.3,963.1,0,0.3704,0.9728,0.0001,0,3640.00,SPXW220228P03640000,6.15,1.05,5.9,6.1,41,0.3716,-0.027,0.0001,5138
Mon Feb 28 2022,SPXW220228C03650000,0,0,947.2,953.2,0,0.3878,0.9721,0.0001,0,3650.00,SPXW220228P03650000,6.56,1.36,6,6.3,8,0.3694,-0.0277,0.0001,1597
Mon Feb 28 2022,SPXW220228C03660000,0,0,937.6,943.4,0,0.3659,0.9714,0.0001,0,3660.00,SPXW220228P03660000,11.68,0,6.2,6.4,0,0.3672,-0.0284,0.0001,6
Mon Feb 28 2022,SPXW220228C03670000,0,0,927.8,933.5,0,0.3636,0.9706,0.0001,0,3670.00,SPXW220228P03670000,6.8,1.4,6.3,6.5,5,0.3645,-0.0291,0.0001,195
Mon Feb 28 2022,SPXW220228C03675000,0,0,922.6,928.6,0,0.3809,0.9703,0.0001,0,3675.00,SPXW220228P03675000,7.1,1.65,6.4,6.6,6,0.3636,-0.0295,0.0001,934
Mon Feb 28 2022,SPXW220228C03680000,0,0,917.9,923.9,0,0.3623,0.9699,0.0001,0,3680.00,SPXW220228P03680000,6.8,1.25,6.4,6.7,3,0.3627,-0.0299,0.0001,38
Mon Feb 28 2022,SPXW220228C03690000,0,0,908.1,913.8,0,0.3589,0.9691,0.0001,0,3690.00,SPXW220228P03690000,6.58,0,6.6,6.8,0,0.3599,-0.0307,0.0001,173
Mon Feb 28 2022,SPXW220228C03700000,1078.18,0,898.3,904.3,0,0.3584,0.9683,0.0001,1,3700.00,SPXW220228P03700000,7.51,1.76,6.8,7,107,0.358,-0.0315,0.0001,1434
Mon Feb 28 2022,SPXW220228C03710000,0,0,888.2,894.1,0,0.372,0.9675,0.0001,0,3710.00,SPXW220228P03710000,10.8,0,6.9,7.2,0,0.3557,-0.0323,0.0001,43
Mon Feb 28 2022,SPXW220228C03720000,0,0,878.6,884.3,0,0.3521,0.9666,0.0001,0,3720.00,SPXW220228P03720000,7.83,1.83,7.1,7.3,4,0.3533,-0.0332,0.0001,24
Mon Feb 28 2022,SPXW220228C03725000,0,0,873.7,879.7,0,0.3524,0.9662,0.0001,0,3725.00,SPXW220228P03725000,8.56,2.46,7.2,7.4,4,0.3523,-0.0336,0.0001,1079
Mon Feb 28 2022,SPXW220228C03730000,0,0,868.8,874.8,0,0.3514,0.9657,0.0001,0,3730.00,SPXW220228P03730000,7.9,1.8,7.3,7.5,2,0.3512,-0.034,0.0001,68
Mon Feb 28 2022,SPXW220228C03740000,0,0,859,864.6,0,0.3476,0.9648,0.0001,0,3740.00,SPXW220228P03740000,18,0,7.4,7.7,0,0.3488,-0.035,0.0001,14
Mon Feb 28 2022,SPXW220228C03750000,0,0,849.2,854.8,0,0.3454,0.9639,0.0001,0,3750.00,SPXW220228P03750000,8.25,1.85,7.6,7.9,12,0.3467,-0.0359,0.0001,12559
Mon Feb 28 2022,SPXW220228C03760000,0,0,839.4,845,0,0.3432,0.9629,0.0001,0,3760.00,SPXW220228P03760000,5.8,0,7.8,8.1,0,0.3445,-0.0369,0.0001,110
Mon Feb 28 2022,SPXW220228C03770000,0,0,829.6,835.2,0,0.341,0.9619,0.0002,1,3770.00,SPXW220228P03770000,9.06,2.36,8,8.3,4,0.3423,-0.0379,0.0002,8
Mon Feb 28 2022,SPXW220228C03775000,0,0,824.7,830.3,0,0.3399,0.9614,0.0002,0,3775.00,SPXW220228P03775000,8.46,1.66,8.1,8.4,95,0.3412,-0.0384,0.0002,67
Mon Feb 28 2022,SPXW220228C03780000,0,0,819.8,825.4,0,0.3387,0.9608,0.0002,0,3780.00,SPXW220228P03780000,8.68,1.83,8.2,8.5,2,0.3401,-0.0389,0.0002,64
Mon Feb 28 2022,SPXW220228C03790000,0,0,810.4,815.6,0,0.3517,0.9598,0.0002,1,3790.00,SPXW220228P03790000,10.62,0,8.4,8.7,0,0.3378,-0.04,0.0002,72
Mon Feb 28 2022,SPXW220228C03800000,891.63,0,800.3,805.8,0,0.3345,0.9586,0.0002,100,3800.00,SPXW220228P03800000,9,1.8,8.6,8.9,76,0.3359,-0.0411,0.0002,5804
Mon Feb 28 2022,SPXW220228C03810000,0,0,790.5,796.2,0,0.3328,0.9575,0.0002,0,3810.00,SPXW220228P03810000,9.9,0,8.9,9.1,0,0.3339,-0.0423,0.0002,48
Mon Feb 28 2022,SPXW220228C03820000,0,0,780.9,786.4,0,0.3311,0.9563,0.0002,0,3820.00,SPXW220228P03820000,9.8,2.3,9.1,9.4,1,0.3315,-0.0435,0.0002,44
Mon Feb 28 2022,SPXW220228C03825000,0,0,775.9,781.4,0,0.3291,0.9557,0.0002,0,3825.00,SPXW220228P03825000,10.15,2.55,9.2,9.5,7,0.3306,-0.0441,0.0002,249
Mon Feb 28 2022,SPXW220228C03830000,0,0,771,776.5,0,0.3279,0.955,0.0002,0,3830.00,SPXW220228P03830000,10.88,3.18,9.4,9.6,6,0.3294,-0.0447,0.0002,13
Mon Feb 28 2022,SPXW220228C03840000,0,0,761.3,766.9,0,0.3264,0.9537,0.0002,0,3840.00,SPXW220228P03840000,10.22,0,9.6,9.9,0,0.3272,-0.046,0.0002,45
Mon Feb 28 2022,SPXW220228C03850000,0,0,751.6,757,0,0.3239,0.9524,0.0002,2,3850.00,SPXW220228P03850000,10.2,2.1,9.9,10.2,2108,0.3254,-0.0474,0.0002,3775
Mon Feb 28 2022,SPXW220228C03860000,0,0,742,747.3,0,0.3222,0.951,0.0002,0,3860.00,SPXW220228P03860000,10.6,0,10.2,10.4,0,0.3231,-0.0488,0.0002,65
Mon Feb 28 2022,SPXW220228C03865000,0,0,737,742.6,0,0.3212,0.9503,0.0002,0,3865.00,SPXW220228P03865000,17.26,0,10.3,10.6,0,0.3222,-0.0495,0.0002,1
Mon Feb 28 2022,SPXW220228C03870000,0,0,732.2,737.6,0,0.3199,0.9496,0.0002,0,3870.00,SPXW220228P03870000,11.64,3.14,10.5,10.7,2,0.3212,-0.0502,0.0002,75
Mon Feb 28 2022,SPXW220228C03875000,0,0,727.3,732.7,0,0.3186,0.9488,0.0002,0,3875.00,SPXW220228P03875000,10.6,2,10.6,10.9,34,0.3202,-0.0509,0.0002,126
Mon Feb 28 2022,SPXW220228C03880000,0,0,722.5,727.9,0,0.3179,0.9481,0.0002,0,3880.00,SPXW220228P03880000,16.55,0,10.8,11,0,0.3191,-0.0517,0.0002,41
Mon Feb 28 2022,SPXW220228C03885000,0,0,717.8,723,0,0.3171,0.9473,0.0002,0,3885.00,SPXW220228P03885000,10.9,2.05,10.9,11.2,4,0.3181,-0.0524,0.0002,10
Mon Feb 28 2022,SPXW220228C03890000,0,0,712.8,718.2,0,0.3157,0.9466,0.0002,0,3890.00,SPXW220228P03890000,17.18,0,11.1,11.3,0,0.317,-0.0532,0.0002,32
Mon Feb 28 2022,SPXW220228C03895000,742.79,0,708,713.3,0,0.3147,0.9458,0.0002,4,3895.00,SPXW220228P03895000,7.6,0,11.2,11.5,0,0.316,-0.054,0.0002,86
Mon Feb 28 2022,SPXW220228C03900000,0,0,703.3,708.5,0,0.3142,0.945,0.0002,2,3900.00,SPXW220228P03900000,13.7,4.55,11.4,11.7,221,0.3152,-0.0548,0.0002,3411
Mon Feb 28 2022,SPXW220228C03905000,0,0,698.3,704.1,0,0.3113,0.9441,0.0002,0,3905.00,SPXW220228P03905000,15.22,0,11.5,11.8,0,0.3141,-0.0556,0.0002,98
Mon Feb 28 2022,SPXW220228C03910000,0,0,693.5,698.8,0,0.3116,0.9433,0.0002,2,3910.00,SPXW220228P03910000,11.7,2.25,11.7,12,2,0.313,-0.0565,0.0002,108
Mon Feb 28 2022,SPXW220228C03915000,0,0,688.7,694,0,0.3108,0.9424,0.0002,0,3915.00,SPXW220228P03915000,11.5,0,11.9,12.2,0,0.3121,-0.0573,0.0002,48
Mon Feb 28 2022,SPXW220228C03920000,0,0,683.9,689.6,0,0.3085,0.9416,0.0002,0,3920.00,SPXW220228P03920000,10.15,0,12,12.3,0,0.311,-0.0582,0.0002,103
Mon Feb 28 2022,SPXW220228C03925000,0,0,679.2,684.3,0,0.3091,0.9407,0.0002,0,3925.00,SPXW220228P03925000,13.53,3.73,12.2,12.5,2,0.3099,-0.0591,0.0002,1203
Mon Feb 28 2022,SPXW220228C03930000,0,0,674.4,679.5,0,0.3082,0.9398,0.0002,0,3930.00,SPXW220228P03930000,12.4,2.45,12.4,12.7,6,0.309,-0.06,0.0002,34
Mon Feb 28 2022,SPXW220228C03935000,0,0,669.6,674.7,0,0.3073,0.9389,0.0002,0,3935.00,SPXW220228P03935000,8.7,0,12.6,12.9,0,0.3081,-0.0609,0.0002,6
Mon Feb 28 2022,SPXW220228C03940000,0,0,664.8,669.9,0,0.3063,0.9379,0.0003,50,3940.00,SPXW220228P03940000,8.8,0,12.8,13.1,0,0.3072,-0.0618,0.0003,120
Mon Feb 28 2022,SPXW220228C03945000,0,0,660,665.2,0,0.3056,0.937,0.0003,0,3945.00,SPXW220228P03945000,12.75,0,13,13.3,0,0.3062,-0.0628,0.0003,341
Mon Feb 28 2022,SPXW220228C03950000,746.29,0,655.2,660.7,0,0.3031,0.936,0.0003,2,3950.00,SPXW220228P03950000,14.39,3.94,13.2,13.5,9,0.3052,-0.0638,0.0003,1156
Mon Feb 28 2022,SPXW220228C03955000,0,0,650.4,655.6,0,0.3037,0.935,0.0003,0,3955.00,SPXW220228P03955000,10.85,0,13.4,13.7,0,0.3043,-0.0647,0.0003,21
Mon Feb 28 2022,SPXW220228C03960000,0,0,645.4,651.1,0,0.3006,0.934,0.0003,0,3960.00,SPXW220228P03960000,16.1,5.35,13.6,13.9,27,0.3033,-0.0657,0.0003,134
Mon Feb 28 2022,SPXW220228C03965000,0,0,640.7,646,0,0.3014,0.933,0.0003,0,3965.00,SPXW220228P03965000,16.5,5.55,13.8,14.1,7,0.3023,-0.0668,0.0003,174
Mon Feb 28 2022,SPXW220228C03970000,0,0,635.9,641.5,0,0.2989,0.932,0.0003,4,3970.00,SPXW220228P03970000,13.47,0,14,14.3,0,0.3013,-0.0678,0.0003,57
Mon Feb 28 2022,SPXW220228C03975000,0,0,631.1,636.3,0,0.2991,0.9309,0.0003,2,3975.00,SPXW220228P03975000,14.9,3.65,14.2,14.5,5,0.3002,-0.0688,0.0003,1602
Mon Feb 28 2022,SPXW220228C03980000,0,0,626.3,631.5,0,0.298,0.9298,0.0003,0,3980.00,SPXW220228P03980000,14.4,3,14.4,14.7,2,0.2992,-0.0699,0.0003,44
Mon Feb 28 2022,SPXW220228C03985000,0,0,621.5,626.7,0,0.2969,0.9287,0.0003,0,3985.00,SPXW220228P03985000,14.6,3.05,14.6,14.9,2,0.2981,-0.071,0.0003,24
Mon Feb 28 2022,SPXW220228C03990000,0,0,616.8,622.1,0,0.2966,0.9276,0.0003,0,3990.00,SPXW220228P03990000,15.7,3.95,14.8,15.2,1,0.2975,-0.0721,0.0003,27
Mon Feb 28 2022,SPXW220228C03995000,0,0,612,617.3,0,0.2955,0.9265,0.0003,0,3995.00,SPXW220228P03995000,14.65,0,15.1,15.4,0,0.2964,-0.0733,0.0003,37
Mon Feb 28 2022,SPXW220228C04000000,796.87,0,607.2,612.4,0,0.2941,0.9253,0.0003,18,4000.00,SPXW220228P04000000,15.3,3.25,15.3,15.6,15,0.2953,-0.0744,0.0003,6285
Mon Feb 28 2022,SPXW220228C04005000,0,0,602.5,607.8,0,0.2936,0.9242,0.0003,0,4005.00,SPXW220228P04005000,10.73,0,15.6,15.9,0,0.2946,-0.0756,0.0003,118
Mon Feb 28 2022,SPXW220228C04010000,0,0,597.7,603.4,0,0.2911,0.923,0.0003,0,4010.00,SPXW220228P04010000,16.6,0,15.8,16.1,0,0.2934,-0.0768,0.0003,28
Mon Feb 28 2022,SPXW220228C04015000,0,0,593,598.3,0,0.2918,0.9217,0.0003,0,4015.00,SPXW220228P04015000,17.03,0,16,16.4,0,0.2927,-0.078,0.0003,37
Mon Feb 28 2022,SPXW220228C04020000,0,0,588.3,593.5,0,0.2908,0.9205,0.0003,0,4020.00,SPXW220228P04020000,18.61,5.86,16.3,16.6,2,0.2915,-0.0793,0.0003,85
Mon Feb 28 2022,SPXW220228C04025000,0,0,583.5,589.1,0,0.2885,0.9192,0.0003,0,4025.00,SPXW220228P04025000,18.3,5.35,16.6,16.9,3,0.2908,-0.0805,0.0003,2378
Mon Feb 28 2022,SPXW220228C04030000,0,0,578.8,583.9,0,0.2886,0.918,0.0003,0,4030.00,SPXW220228P04030000,10.3,0,16.8,17.1,0,0.2896,-0.0818,0.0003,591
Mon Feb 28 2022,SPXW220228C04035000,0,0,574.1,579.3,0,0.288,0.9166,0.0003,0,4035.00,SPXW220228P04035000,22.45,0,17.1,17.4,0,0.2888,-0.0831,0.0003,24
Mon Feb 28 2022,SPXW220228C04040000,0,0,569.3,574.6,0,0.287,0.9153,0.0004,2,4040.00,SPXW220228P04040000,20.2,6.65,17.4,17.7,1,0.288,-0.0845,0.0004,531
Mon Feb 28 2022,SPXW220228C04045000,0,0,564.6,569.7,0,0.2857,0.914,0.0004,0,4045.00,SPXW220228P04045000,11.32,0,17.7,18,0,0.2869,-0.0858,0.0004,30
Mon Feb 28 2022,SPXW220228C04050000,0,0,559.9,565.1,0,0.285,0.9126,0.0004,0,4050.00,SPXW220228P04050000,13.65,0,17.9,18.3,0,0.286,-0.0872,0.0004,1263
Mon Feb 28 2022,SPXW220228C04055000,0,0,555.2,560.4,0,0.2841,0.9112,0.0004,0,4055.00,SPXW220228P04055000,11.7,0,18.2,18.5,0,0.2849,-0.0886,0.0004,15
Mon Feb 28 2022,SPXW220228C04060000,0,0,550.9,556,0,0.2816,0.9098,0.0004,0,4060.00,SPXW220228P04060000,20.2,5.85,18.5,18.8,1,0.284,-0.09,0.0004,82
Mon Feb 28 2022,SPXW220228C04065000,0,0,545.8,551,0,0.2823,0.9083,0.0004,0,4065.00,SPXW220228P04065000,18.8,0,18.8,19.1,0,0.2831,-0.0915,0.0004,92
Mon Feb 28 2022,SPXW220228C04070000,0,0,541.1,546.6,0,0.2802,0.9068,0.0004,1,4070.00,SPXW220228P04070000,12,0,19.1,19.4,0,0.2824,-0.093,0.0004,55
Mon Feb 28 2022,SPXW220228C04075000,0,0,536.4,541.9,0,0.2792,0.9053,0.0004,1,4075.00,SPXW220228P04075000,17.88,0,19.4,19.8,0,0.2814,-0.0945,0.0004,85
Mon Feb 28 2022,SPXW220228C04080000,0,0,531.8,537,0,0.2784,0.9038,0.0004,0,4080.00,SPXW220228P04080000,11.85,0,19.7,20.1,0,0.2804,-0.096,0.0004,56
Mon Feb 28 2022,SPXW220228C04085000,572.4,0,527.1,532.6,0,0.2776,0.9022,0.0004,5,4085.00,SPXW220228P04085000,20.6,0,20.1,20.4,0,0.2796,-0.0975,0.0004,25
Mon Feb 28 2022,SPXW220228C04090000,566.3,0,522.4,527.9,0,0.2766,0.9006,0.0004,5,4090.00,SPXW220228P04090000,23.25,7.55,20.4,20.7,1,0.2786,-0.0991,0.0004,48
Mon Feb 28 2022,SPXW220228C04095000,0,0,517.8,523.2,0,0.2758,0.899,0.0004,0,4095.00,SPXW220228P04095000,20.78,4.78,20.7,21.1,2,0.2777,-0.1007,0.0004,33
Mon Feb 28 2022,SPXW220228C04100000,510,-61.5,513.1,518.5,2,0.2749,0.8974,0.0004,2800,4100.00,SPXW220228P04100000,24,7.8,21,21.4,69,0.2768,-0.1024,0.0004,5200
Mon Feb 28 2022,SPXW220228C04105000,0,0,508.5,513.9,0,0.274,0.8957,0.0004,0,4105.00,SPXW220228P04105000,16.65,0,21.4,21.8,0,0.2759,-0.104,0.0004,22
Mon Feb 28 2022,SPXW220228C04110000,690.32,0,503.9,509.2,0,0.2731,0.894,0.0004,14,4110.00,SPXW220228P04110000,13.99,0,21.7,22.1,0,0.275,-0.1057,0.0004,86
Mon Feb 28 2022,SPXW220228C04115000,0,0,499.2,504.6,0,0.2721,0.8923,0.0004,0,4115.00,SPXW220228P04115000,21.8,0,22.1,22.5,0,0.274,-0.1075,0.0004,25
Mon Feb 28 2022,SPXW220228C04120000,0,0,494.6,499.9,0,0.2713,0.8906,0.0004,0,4120.00,SPXW220228P04120000,24.24,0,22.5,22.8,0,0.2731,-0.1092,0.0004,117
Mon Feb 28 2022,SPXW220228C04125000,483.51,-64.34,490,495.3,2,0.2704,0.8888,0.0004,28,4125.00,SPXW220228P04125000,23.95,6.45,22.8,23.2,1,0.2723,-0.111,0.0004,332
Mon Feb 28 2022,SPXW220228C04130000,0,0,485.4,490.7,0,0.2695,0.887,0.0005,1,4130.00,SPXW220228P04130000,17.7,0,23.2,23.6,0,0.2712,-0.1128,0.0005,893
Mon Feb 28 2022,SPXW220228C04135000,0,0,480.8,485.6,0,0.2693,0.8851,0.0005,0,4135.00,SPXW220228P04135000,21.95,0,23.6,24,0,0.2704,-0.1146,0.0005,41
Mon Feb 28 2022,SPXW220228C04140000,0,0,476.2,481,0,0.2684,0.8832,0.0005,5,4140.00,SPXW220228P04140000,21.74,0,24,24.4,0,0.2695,-0.1165,0.0005,65
Mon Feb 28 2022,SPXW220228C04145000,0,0,471.6,476.4,0,0.2675,0.8814,0.0005,0,4145.00,SPXW220228P04145000,24.62,5.97,24.4,24.8,1,0.2686,-0.1184,0.0005,87
Mon Feb 28 2022,SPXW220228C04150000,0,0,467,471.8,0,0.2666,0.8794,0.0005,0,4150.00,SPXW220228P04150000,25.02,6.07,24.8,25.2,12,0.2677,-0.1204,0.0005,1925
Mon Feb 28 2022,SPXW220228C04155000,0,0,462.8,467.2,0,0.2652,0.8774,0.0005,0,4155.00,SPXW220228P04155000,26.1,6.85,25.2,25.6,2,0.2667,-0.1223,0.0005,37
Mon Feb 28 2022,SPXW220228C04160000,0,0,458.3,462.8,0,0.2639,0.8754,0.0005,0,4160.00,SPXW220228P04160000,25.4,5.85,25.7,26.1,8,0.266,-0.1243,0.0005,53
Mon Feb 28 2022,SPXW220228C04165000,0,0,453.7,458.5,0,0.263,0.8734,0.0005,0,4165.00,SPXW220228P04165000,27.85,8,26.1,26.5,1,0.265,-0.1264,0.0005,30
Mon Feb 28 2022,SPXW220228C04170000,0,0,448.8,453.5,0,0.2631,0.8713,0.0005,0,4170.00,SPXW220228P04170000,31.22,11.07,26.5,26.9,13,0.264,-0.1284,0.0005,230
Mon Feb 28 2022,SPXW220228C04175000,0,0,444.6,449.4,0,0.2611,0.8692,0.0005,1,4175.00,SPXW220228P04175000,28.48,7.98,27,27.4,3,0.2633,-0.1305,0.0005,1117
Mon Feb 28 2022,SPXW220228C04180000,567.74,0,439.7,444.4,0,0.2613,0.8671,0.0005,3,4180.00,SPXW220228P04180000,29.25,8.4,27.4,27.8,2,0.2622,-0.1327,0.0005,59
Mon Feb 28 2022,SPXW220228C04185000,563.11,0,435.3,440,0,0.2608,0.8649,0.0005,3,4185.00,SPXW220228P04185000,16.35,0,27.9,28.3,0,0.2614,-0.1348,0.0005,49
Mon Feb 28 2022,SPXW220228C04190000,441.8,0,430.6,435.3,0,0.2594,0.8627,0.0005,11,4190.00,SPXW220228P04190000,29.64,8.09,28.4,28.8,10,0.2606,-0.137,0.0005,1858
Mon Feb 28 2022,SPXW220228C04195000,0,0,426.1,430.8,0,0.2586,0.8605,0.0006,0,4195.00,SPXW220228P04195000,33.14,11.29,28.8,29.3,1,0.2598,-0.1393,0.0006,42
Mon Feb 28 2022,SPXW220228C04200000,597.64,0,421.6,426.3,0,0.2577,0.8582,0.0006,40,4200.00,SPXW220228P04200000,30.45,8.2,29.3,29.8,252,0.2587,-0.1416,0.0006,3474
Mon Feb 28 2022,SPXW220228C04205000,428.5,0,417.1,421.8,0,0.2568,0.8559,0.0006,10,4205.00,SPXW220228P04205000,30.4,7.85,29.8,30.3,2,0.2578,-0.1439,0.0006,37
Mon Feb 28 2022,SPXW220228C04210000,0,0,412.8,417.3,0,0.2562,0.8535,0.0006,0,4210.00,SPXW220228P04210000,27.85,0,30.4,30.8,0,0.2571,-0.1462,0.0006,410
Mon Feb 28 2022,SPXW220228C04215000,0,0,408.3,412.8,0,0.2552,0.8511,0.0006,0,4215.00,SPXW220228P04215000,32.17,8.82,30.8,31.3,1,0.2561,-0.1486,0.0006,239
Mon Feb 28 2022,SPXW220228C04220000,0,0,404.1,408.8,0,0.2534,0.8487,0.0006,0,4220.00,SPXW220228P04220000,36.02,12.27,31.4,31.8,11,0.2552,-0.1511,0.0006,490
Mon Feb 28 2022,SPXW220228C04225000,499,0,401.7,402.3,0,0.2545,0.8462,0.0006,2,4225.00,SPXW220228P04225000,30.2,0,31.9,32.4,0,0.2543,-0.1536,0.0006,2502
Mon Feb 28 2022,SPXW220228C04230000,386.9,-63.05,397.2,397.8,2,0.2537,0.8437,0.0006,3,4230.00,SPXW220228P04230000,35.1,10.55,32.5,32.9,4,0.2534,-0.1561,0.0006,2194
Mon Feb 28 2022,SPXW220228C04235000,0,0,392.8,393.4,0,0.2527,0.8412,0.0006,0,4235.00,SPXW220228P04235000,36.3,11.35,33,33.5,116,0.2525,-0.1586,0.0006,26
Mon Feb 28 2022,SPXW220228C04240000,0,0,388.3,389,0,0.2518,0.8386,0.0006,118,4240.00,SPXW220228P04240000,36.25,10.9,33.6,34,4,0.2516,-0.1612,0.0006,192
Mon Feb 28 2022,SPXW220228C04245000,0,0,383.9,384.5,0,0.251,0.8359,0.0006,0,4245.00,SPXW220228P04245000,26.27,0,34.2,34.6,0,0.2507,-0.1638,0.0006,94
Mon Feb 28 2022,SPXW220228C04250000,446.27,0,379.5,380.1,0,0.2501,0.8333,0.0006,21,4250.00,SPXW220228P04250000,42.4,16.25,34.7,35.2,16,0.2499,-0.1665,0.0006,977
